Wahlperiode,Sitzungnr,Abstimmnr,Fraktion/Gruppe,Name,Vorname,Titel,ja,nein,Enthaltung,ungültig,nichtabgegeben,Bezeichnung,Bemerkung,stimme,wie_SPD,wie_CDU/CSU,wie_BÜ90/GR,wie_FDP,wie_AfD,wie_DIE LINKE.,wie_Fraktionslos
20,122,2,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja,False,True,False,False,True,True,True
20,122,2,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja,False,True,False,False,True,True,True
20,122,2,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,False,True,False,False,True,True,True
20,122,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,125,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,False,False,False,True,False,True
20,125,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,False,False,False,True,False,True
20,125,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,False,True
20,125,1,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein,False,False,False,False,True,False,True
20,125,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,True,True,True,False,True,False
20,125,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,130,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,False,False,False,True,True,True
20,130,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,False,False,False,True,True,True
20,130,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,True,True
20,130,1,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein,False,False,False,False,True,True,True
20,130,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,True,True,True,False,False,False
20,130,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,132,1,Fraktionslos,Cotar,Joana,,0,0,0,0,1,Joana Cotar,,nichtabgegeben,False,True,False,False,True,False,True
20,132,1,Fraktionslos,Farle,Robert,,0,0,0,0,1,Robert Farle,,nichtabgegeben,False,True,False,False,True,False,True
20,132,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,False,False,False
20,132,1,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein,False,False,False,False,False,False,False
20,132,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,False,True,True,False,False,False
20,132,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,True,False,False,True,False,True
20,135,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,False,False,False,True,False,True
20,135,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,False,False,False,True,False,True
20,135,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,False,True
20,135,1,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein,False,False,False,False,True,False,True
20,135,1,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein,False,False,False,False,True,False,True
20,135,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,135,2,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja,False,False,False,False,True,False,True
20,135,2,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja,False,False,False,False,True,False,True
20,135,2,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja,False,False,False,False,True,False,True
20,135,2,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja,False,False,False,False,True,False,True
20,135,2,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein,True,True,True,True,False,True,False
20,135,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,135,3,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja,False,False,False,False,True,False,True
20,135,3,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja,False,False,False,False,True,False,True
20,135,3,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja,False,False,False,False,True,False,True
20,135,3,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja,False,False,False,False,True,False,True
20,135,3,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein,True,True,True,True,False,True,False
20,135,3,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,137,1,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja,False,True,False,False,True,False,True
20,137,1,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja,False,True,False,False,True,False,True
20,137,1,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja,False,True,False,False,True,False,True
20,137,1,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja,False,True,False,False,True,False,True
20,137,1,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein,True,False,True,True,False,True,False
20,137,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,137,2,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,True,False,False,True,True,True
20,137,2,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,True,False,False,True,True,True
20,137,2,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,True,False,False,True,True,True
20,137,2,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein,False,True,False,False,True,True,True
20,137,2,Fraktionslos,Seidler,Stefan,,0,0,1,0,0,Stefan Seidler,,Enthaltung,False,False,False,False,False,False,False
20,137,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,138,1,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja,True,False,True,True,False,False,False
20,138,1,Fraktionslos,Farle,Robert,,0,0,0,0,1,Robert Farle,,nichtabgegeben,False,True,False,False,False,True,True
20,138,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,False,False
20,138,1,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,True,False,False,False,True,True
20,138,1,Fraktionslos,Seidler,Stefan,,0,0,0,0,1,Stefan Seidler,,nichtabgegeben,False,True,False,False,False,True,True
20,138,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,True,False,False,False,True,True
20,141,1,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja,True,True,True,True,True,False,True
20,141,1,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja,True,True,True,True,True,False,True
20,141,1,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja,True,True,True,True,True,False,True
20,141,1,Fraktionslos,Huber,Johannes,,1,0,0,0,0,Johannes Huber,,ja,True,True,True,True,True,False,True
20,141,1,Fraktionslos,Seidler,Stefan,,0,0,1,0,0,Stefan Seidler,,Enthaltung,False,False,False,False,False,False,False
20,141,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,141,2,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,False,False,False,True,False,True
20,141,2,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,False,False,False,True,False,True
20,141,2,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,False,True
20,141,2,Fraktionslos,Huber,Johannes,,0,1,0,0,0,Johannes Huber,,nein,False,False,False,False,True,False,True
20,141,2,Fraktionslos,Seidler,Stefan,,0,0,0,0,1,Stefan Seidler,,nichtabgegeben,False,False,False,False,False,False,False
20,141,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,142,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,False,False,False,True,False,True
20,142,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,False,False,False,True,False,True
20,142,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,False,False,False,True,False,True
20,142,1,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,False,False,False,False,False,False
20,142,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,True,True,True,False,False,False
20,142,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Al-Dailami,Ali,,0,0,1,0,0,Ali Al-Dailami,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Bartsch,Dietmar,,1,0,0,0,0,Dr. Dietmar Bartsch,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Birkwald,Matthias W.,,1,0,0,0,0,Matthias W. Birkwald,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Bünger,Clara,,1,0,0,0,0,Clara Bünger,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,True,False,False,True,False,False
20,145,1,Fraktionslos,Dagdelen,Sevim,,0,0,1,0,0,Sevim Dagdelen,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Domscheit-Berg,Anke,,1,0,0,0,0,Anke Domscheit-Berg,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Ernst,Klaus,,0,0,1,0,0,Klaus Ernst,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,True,False,False,True,False,False
20,145,1,Fraktionslos,Ferschl,Susanne,,1,0,0,0,0,Susanne Ferschl,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Gohlke,Nicole,,1,0,0,0,0,Nicole Gohlke,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Görke,Christian,,1,0,0,0,0,Christian Görke,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Gürpinar,Ates,,1,0,0,0,0,Ates Gürpinar,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Gysi,Gregor,,1,0,0,0,0,Dr. Gregor Gysi,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Hahn,André,,1,0,0,0,0,Dr. André Hahn,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,True,False,False,True,False,False
20,145,1,Fraktionslos,Hennig-Wellsow,Susanne,,1,0,0,0,0,Susanne Hennig-Wellsow,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Hunko,Andrej,,0,0,1,0,0,Andrej Hunko,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Latendorf,Ina,,1,0,0,0,0,Ina Latendorf,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Lenkert,Ralph,,1,0,0,0,0,Ralph Lenkert,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Leye,Christian,,0,0,1,0,0,Christian Leye,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Lötzsch,Gesine,,1,0,0,0,0,Dr. Gesine Lötzsch,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Meiser,Pascal,,0,0,0,0,1,Pascal Meiser,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Mohamed Ali,Amira,,0,0,1,0,0,Amira Mohamed Ali,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Nastic,Zaklin,,0,0,1,0,0,Zaklin Nastic,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Pau,Petra,,1,0,0,0,0,Petra Pau,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Pellmann,Sören,,1,0,0,0,0,Sören Pellmann,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Perli,Victor,,1,0,0,0,0,Victor Perli,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Reichinnek,Heidi,,1,0,0,0,0,Heidi Reichinnek,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Renner,Martina,,1,0,0,0,0,Martina Renner,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Riexinger,Bernd,,1,0,0,0,0,Bernd Riexinger,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Sitte,Petra,,1,0,0,0,0,Dr. Petra Sitte,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Tatti,Jessica,,0,0,1,0,0,Jessica Tatti,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Vogler,Kathrin,,1,0,0,0,0,Kathrin Vogler,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Wagenknecht,Sahra,,0,0,1,0,0,Dr. Sahra Wagenknecht,,Enthaltung,False,False,False,False,False,False,False
20,145,1,Fraktionslos,Wissler,Janine,,1,0,0,0,0,Janine Wissler,,ja,True,False,True,True,False,True,True
20,145,1,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Al-Dailami,Ali,,0,1,0,0,0,Ali Al-Dailami,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Bartsch,Dietmar,,0,1,0,0,0,Dr. Dietmar Bartsch,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Birkwald,Matthias W.,,0,1,0,0,0,Matthias W. Birkwald,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Bünger,Clara,,0,1,0,0,0,Clara Bünger,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Dagdelen,Sevim,,0,1,0,0,0,Sevim Dagdelen,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Domscheit-Berg,Anke,,0,1,0,0,0,Anke Domscheit-Berg,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Farle,Robert,,0,1,0,0,0,Robert Farle,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Ferschl,Susanne,,0,1,0,0,0,Susanne Ferschl,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Gohlke,Nicole,,0,1,0,0,0,Nicole Gohlke,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Görke,Christian,,0,1,0,0,0,Christian Görke,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Gürpinar,Ates,,0,1,0,0,0,Ates Gürpinar,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Gysi,Gregor,,0,1,0,0,0,Dr. Gregor Gysi,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Hahn,André,,0,1,0,0,0,Dr. André Hahn,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Helferich,Matthias,,0,1,0,0,0,Matthias Helferich,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Hennig-Wellsow,Susanne,,0,1,0,0,0,Susanne Hennig-Wellsow,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Latendorf,Ina,,0,1,0,0,0,Ina Latendorf,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Lenkert,Ralph,,0,1,0,0,0,Ralph Lenkert,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Leye,Christian,,0,1,0,0,0,Christian Leye,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Lötzsch,Gesine,,0,1,0,0,0,Dr. Gesine Lötzsch,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Meiser,Pascal,,0,0,0,0,1,Pascal Meiser,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Nastic,Zaklin,,0,1,0,0,0,Zaklin Nastic,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Pau,Petra,,0,1,0,0,0,Petra Pau,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Pellmann,Sören,,0,1,0,0,0,Sören Pellmann,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Perli,Victor,,0,1,0,0,0,Victor Perli,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Reichinnek,Heidi,,0,0,0,0,1,Heidi Reichinnek,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Renner,Martina,,0,1,0,0,0,Martina Renner,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Riexinger,Bernd,,0,1,0,0,0,Bernd Riexinger,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Seidler,Stefan,,1,0,0,0,0,Stefan Seidler,,ja,True,False,True,True,False,True,False
20,145,2,Fraktionslos,Sitte,Petra,,0,1,0,0,0,Dr. Petra Sitte,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben,False,False,False,False,False,False,False
20,145,2,Fraktionslos,Vogler,Kathrin,,0,1,0,0,0,Kathrin Vogler,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Wagenknecht,Sahra,,0,1,0,0,0,Dr. Sahra Wagenknecht,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Wissler,Janine,,0,1,0,0,0,Janine Wissler,,nein,False,True,False,False,True,False,True
20,145,2,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Al-Dailami,Ali,,0,1,0,0,0,Ali Al-Dailami,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Bartsch,Dietmar,,0,1,0,0,0,Dr. Dietmar Bartsch,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Birkwald,Matthias W.,,0,1,0,0,0,Matthias W. Birkwald,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Bünger,Clara,,0,1,0,0,0,Clara Bünger,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Cotar,Joana,,1,0,0,0,0,Joana Cotar,,ja,False,False,False,False,True,True,False
20,145,3,Fraktionslos,Dagdelen,Sevim,,0,1,0,0,0,Sevim Dagdelen,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Domscheit-Berg,Anke,,0,1,0,0,0,Anke Domscheit-Berg,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Ernst,Klaus,,0,1,0,0,0,Klaus Ernst,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Farle,Robert,,1,0,0,0,0,Robert Farle,,ja,False,False,False,False,True,True,False
20,145,3,Fraktionslos,Ferschl,Susanne,,0,1,0,0,0,Susanne Ferschl,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Gohlke,Nicole,,0,0,0,0,1,Nicole Gohlke,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Görke,Christian,,0,1,0,0,0,Christian Görke,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Gürpinar,Ates,,0,1,0,0,0,Ates Gürpinar,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Gysi,Gregor,,0,1,0,0,0,Dr. Gregor Gysi,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Hahn,André,,0,1,0,0,0,Dr. André Hahn,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Helferich,Matthias,,1,0,0,0,0,Matthias Helferich,,ja,False,False,False,False,True,True,False
20,145,3,Fraktionslos,Hennig-Wellsow,Susanne,,0,1,0,0,0,Susanne Hennig-Wellsow,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Huber,Johannes,,0,0,0,0,1,Johannes Huber,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Hunko,Andrej,,0,1,0,0,0,Andrej Hunko,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Korte,Jan,,0,0,0,0,1,Jan Korte,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Latendorf,Ina,,0,1,0,0,0,Ina Latendorf,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Lay,Caren,,0,0,0,0,1,Caren Lay,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Lenkert,Ralph,,0,1,0,0,0,Ralph Lenkert,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Leye,Christian,,0,1,0,0,0,Christian Leye,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Lötzsch,Gesine,,0,1,0,0,0,Dr. Gesine Lötzsch,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Meiser,Pascal,,0,0,0,0,1,Pascal Meiser,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Mohamed Ali,Amira,,0,1,0,0,0,Amira Mohamed Ali,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Möhring,Cornelia,,0,0,0,0,1,Cornelia Möhring,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Nastic,Zaklin,,0,1,0,0,0,Zaklin Nastic,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Pau,Petra,,0,1,0,0,0,Petra Pau,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Pellmann,Sören,,0,1,0,0,0,Sören Pellmann,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Perli,Victor,,0,1,0,0,0,Victor Perli,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Reichinnek,Heidi,,0,0,0,0,1,Heidi Reichinnek,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Renner,Martina,,0,1,0,0,0,Martina Renner,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Riexinger,Bernd,,0,1,0,0,0,Bernd Riexinger,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Seidler,Stefan,,0,1,0,0,0,Stefan Seidler,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Sitte,Petra,,0,1,0,0,0,Dr. Petra Sitte,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Tatti,Jessica,,0,1,0,0,0,Jessica Tatti,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Ulrich,Alexander,,0,0,0,0,1,Alexander Ulrich,,nichtabgegeben,False,False,False,False,False,False,False
20,145,3,Fraktionslos,Vogler,Kathrin,,0,1,0,0,0,Kathrin Vogler,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Wagenknecht,Sahra,,0,1,0,0,0,Dr. Sahra Wagenknecht,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Wissler,Janine,,0,1,0,0,0,Janine Wissler,,nein,True,True,True,True,False,False,True
20,145,3,Fraktionslos,Witt,Uwe,,0,0,0,0,1,Uwe Witt,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Akbulut,Gökay,,0,0,0,0,1,Gökay Akbulut,,nichtabgegeben,False,False,False,False,False,False,False
20,145,4,Fraktionslos,Al-Dailami,Ali,,0,1,0,0,0,Ali Al-Dailami,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Bartsch,Dietmar,,1,0,0,0,0,Dr. Dietmar Bartsch,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Birkwald,Matthias W.,,1,0,0,0,0,Matthias W. Birkwald,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Bünger,Clara,,1,0,0,0,0,Clara Bünger,,ja,True,True,True,True,False,True,True
20,145,4,Fraktionslos,Cotar,Joana,,0,1,0,0,0,Joana Cotar,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Dagdelen,Sevim,,0,1,0,0,0,Sevim Dagdelen,,nein,False,False,False,False,True,False,False
20,145,4,Fraktionslos,Domscheit-Berg,Anke,,1,0,0,0,0,Anke Domscheit-Berg,,ja,True,True,True,True,False,True,True
